Net generation overhead,JSON,DTapn,DTapnQ,LTL,Init+Final
0.0197603702545166,0.04683065414428711,8.215274095535278,0.0001952648162841797,2.5145208835601807,3337
0.002435445785522461,0.0052564144134521484,0.08231449127197266,0.00016069412231445312,0.04957437515258789,337
0.00045680999755859375,0.0008203983306884766,0.002621889114379883,0.00015163421630859375,0.003801584243774414,37
0.00011682510375976562,0.00034165382385253906,0.00043129920959472656,0.00016760826110839844,0.0003590583801269531,7
0.002466917037963867,0.005926847457885742,0.09373736381530762,0.00013065338134765625,0.055242061614990234,370
0.024917125701904297,0.04235482215881348,12.528769493103027,0.00015997886657714844,3.510204553604126,4003
0.002643585205078125,0.006536245346069336,0.12364029884338379,0.00012969970703125,0.060288429260253906,403
0.002834320068359375,0.007012128829956055,0.12498068809509277,0.0001583099365234375,0.06734776496887207,437
0.03660249710083008,0.04895472526550293,17.283289670944214,0.0001163482666015625,4.743720531463623,4670
0.003072977066040039,0.0075075626373291016,0.14537429809570312,0.00012731552124023438,0.07236051559448242,470
0.0031156539916992188,0.006515026092529297,0.18119335174560547,0.00015115737915039062,0.0687103271484375,503
0.02680063247680664,0.05301356315612793,23.07629156112671,0.00011610984802246094,6.176936388015747,5337
0.0036950111389160156,0.008517026901245117,0.193587064743042,0.00011563301086425781,0.08694744110107422,537
0.0036704540252685547,0.009922266006469727,0.21686768531799316,9.274482727050781e-05,0.09713292121887207,570
0.026740074157714844,0.05396270751953125,31.74390745162964,0.00010228157043457031,7.855832576751709,6003
0.0038115978240966797,0.009050846099853516,0.24491286277770996,0.00015282630920410156,0.11619114875793457,603
0.003256559371948242,0.00666356086730957,0.28168702125549316,0.0001308917999267578,0.1052396297454834,637
0.03348731994628906,0.06455254554748535,37.28776812553406,0.00011563301086425781,9.66490888595581,6670
0.0045659542083740234,0.010190486907958984,0.3078629970550537,0.00011610984802246094,0.12170195579528809,670
0.0002758502960205078,0.0007908344268798828,0.006054401397705078,0.000217437744140625,0.003203868865966797,70
0.0001220703125,0.0003879070281982422,0.0005526542663574219,0.000171661376953125,0.0004992485046386719,10
0.0038852691650390625,0.007904529571533203,0.38840746879577637,9.918212890625e-05,0.12283682823181152,703
0.004384756088256836,0.009297370910644531,0.37073564529418945,0.0002696514129638672,0.1754593849182129,737
0.0048868656158447266,0.012141942977905273,0.44548773765563965,0.00016617774963378906,0.1751406192779541,837
0.0037720203399658203,0.007250308990478516,0.5014629364013672,0.0001652240753173828,0.19323015213012695,870
0.005984306335449219,0.012261629104614258,0.6757321357727051,0.0001990795135498047,0.2574453353881836,1003
0.0014162063598632812,0.0017635822296142578,0.01662135124206543,0.00014972686767578125,0.006720781326293945,103
0.00024127960205078125,0.001123666763305664,0.000865936279296875,0.00021123886108398438,0.0006899833679199219,13
0.004992485046386719,0.012665271759033203,0.8666281700134277,0.0001842975616455078,0.3494906425476074,1137
0.020283222198486328,0.016039371490478516,0.915672779083252,0.00048732757568359375,0.3311882019042969,1170
0.004908323287963867,0.014556884765625,1.1061501502990723,0.00020813941955566406,0.3928837776184082,1270
0.007916450500488281,0.01356959342956543,1.1874241828918457,0.0001404285430908203,0.40722012519836426,1337
0.0009732246398925781,0.002583742141723633,0.019257783889770508,0.00014019012451171875,0.011399030685424805,137
0.00021219253540039062,0.0004627704620361328,0.0008871555328369141,0.000164031982421875,0.00063323974609375,17
0.021344900131225586,0.02186298370361328,1.3449695110321045,0.00019788742065429688,0.4543569087982178,1403
0.006767988204956055,0.021961688995361328,1.6443092823028564,0.0002219676971435547,0.5221905708312988,1503
0.010137081146240234,0.02224898338317871,1.5440356731414795,0.00014710426330566406,0.5444326400756836,1537
0.010663747787475586,0.022217273712158203,2.093871831893921,0.00018644332885742188,0.6426577568054199,1670
0.0010447502136230469,0.004653453826904297,0.039182186126708984,0.00015234947204589844,0.011116981506347656,170
0.0004534721374511719,0.0010867118835449219,0.0010502338409423828,0.00016951560974121094,0.0007581710815429688,20
0.00918889045715332,0.019724607467651367,2.719007730484009,0.00017118453979492188,0.8832743167877197,2003
0.0013420581817626953,0.001962423324584961,0.03696942329406738,0.00014019012451171875,0.015099763870239258,203
0.0005741119384765625,0.0008022785186767578,0.003335714340209961,0.0009582042694091797,0.001066446304321289,23
0.013170242309570312,0.003339529037475586,0.04821062088012695,0.0001704692840576172,0.02977752685546875,237
0.0002162456512451172,0.0007021427154541016,0.001760721206665039,0.0009984970092773438,0.0011510848999023438,27
0.0164794921875,0.031042814254760742,5.168397665023804,0.00014901161193847656,1.5597212314605713,2670
0.0018584728240966797,0.003838062286376953,0.05472874641418457,0.00014281272888183594,0.024756431579589844,270
0.0002875328063964844,0.0008482933044433594,0.0027458667755126953,0.00021409988403320312,0.0012977123260498047,30
0.0019266605377197266,0.004431724548339844,0.06403946876525879,0.00014591217041015625,0.03419947624206543,303
0.0003190040588378906,0.0008594989776611328,0.002348184585571289,0.00023484230041503906,0.002176523208618164,33
